message_id,user_id,conversation_type,group_id,business_id,sender_user_id,created_at,message_text,media_type,media_id,forwarded_count,normalized_text,message_opened,message_replied,reaction_time_minutes,notification_dismissed,muted_after_message,message_reported,weak_action,template,do_not_disturb_window,user_opened_30d,user_replied_30d,user_dismissed_30d,user_reported_30d,group_type,role,joined_at,messages_sent_30d_x,group_messages_read,group_replies_sent,notifications_dismissed_30d,group_muted_by_user,display_name,brand_name,business_category,business_verified,official_domain,domain_used_by_sender,business_account_age_days,messages_sent_30d_y,business_reports_30d,domain_used_by_sender_age_days,why_user_knows_account,last_activity_at,allows_promotions,promotions_opted_out_at,business_activity_count,messages_opened_30d,business_messages_dismissed,messages_replied_30d,last_reply_at,has_business_relationship,load_notifications_sent,load_notifications_dismissed,leakage_group
message_0216,u_011,group,group_002,,u_043,2026-03-16 07:39,Security notice: main gate will be blocked for repair work. Cars near the ramp need to move before 6:30.,,,0,security notice: main gate will be blocked for repair work. cars near the ramp need to move before 6:30.,1,1,2,0,0,0,notify,security notice main gate will be blocked for repair work cars near the ramp need to move before <num>,21:30-06:30,92,28,18,1,society,admin,2023-01-05,15,15,7,2,0,,,,,,,,,,,,,,,,,,,,,8.5,1.2857142857142858,leak-c824abfd06350b30
message_0095,u_032,group,group_005,,u_049,2026-07-13 17:31,"Selling a barely used kurta set, size M. Pickup near Gate 2 this weekend, DM if interested.",,,0,"selling a barely used kurta set, size m. pickup near gate 2 this weekend, dm if interested.",0,0,,1,1,0,mute,selling a barely used kurta set size m pickup near gate <num> this weekend dm if interested,23:00-07:00,70,17,13,4,marketplace,member,2026-01-09,0,1,0,3,0,,,,,,,,,,,,,,,,,,,,,7.0,0.9285714285714286,leak-d8bcd3f75471f792
message_0044,u_011,group,group_002,,u_043,2026-04-02 17:24,Admin reminder: maintenance only through app/office QR by 5 PM. Receipts reconciled after 7.,,,0,admin reminder: maintenance only through app/office qr by 5 pm. receipts reconciled after 7.,1,1,2,0,0,0,notify,admin reminder maintenance only through app office qr by <num> pm receipts reconciled after <num>,21:30-06:30,92,28,18,1,society,admin,2023-01-05,15,15,7,2,0,,,,,,,,,,,,,,,,,,,,,8.5,1.2857142857142858,leak-195cbdba6e3a0059
message_0019,u_005,group,group_012,,u_048,2026-03-20 12:57,Sofa set + 4 dining chairs available. Buyer cancelled. Pickup today from basement parking. DM for price.,,,0,sofa set + 4 dining chairs available. buyer cancelled. pickup today from basement parking. dm for price.,0,0,,1,1,0,mute,sofa set <num> dining chairs available buyer cancelled pickup today from basement parking dm for price,22:30-07:00,73,20,34,0,college_faculty,member,2025-07-21,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,6.428571428571429,2.4285714285714284,leak-4f5b72e654393890
message_0137,u_001,business,,business_095,,2026-03-09 17:46,Short 3-minute industry survey on fresh graduate expectations. This update is from Polaris School of Technology.,,,0,short 3-minute industry survey on fresh graduate expectations. this update is from polaris school of technology.,1,0,120,0,0,0,digest,short <num> minute industry survey on fresh graduate expectations this update is from polaris school of technology,22:00-07:00,45,8,14,2,,,,,,,,,Polaris School of Technology,Polaris School of Technology,education,1,polaris.school,weurl.co,4415,5285,7,3455,,,,,,,,,,,4.357142857142857,1.0,leak-4b3571f21d64c88e
message_0275,u_013,business,,business_050,,2026-07-10 17:31,"Important Information

Dear Customer,

Your latest account or card payment update is now available.

Please review the details and next steps in your banking app.

Team Banking Services",,,0,"important information dear customer, your latest account or card payment update is now available. please review the details and next steps in your banking app. team banking services",1,1,2,0,0,0,notify,important information dear customer your latest account or card payment update is now available please review the details and next steps in your banking app team banking services,22:00-08:00,65,16,22,1,,,,,,,,,Chase,Chase,bank,1,chase.com,chase.com,2750,3350,7,2150,active_bank_account,2026-07-17 23:55,0,,3,5,1,1,2026-07-17 23:55,1,6.357142857142857,1.5714285714285714,leak-9e17be22844dff4a
message_0406,u_024,business,,business_099,,2026-06-21 12:39,"Hi,

You may have interacted with this program through one of our events, hiring conversations, partnerships, or other initiatives.

We're conducting a short 3-minute survey or session update to better understand what today's tech industry expects.

Here's the link shared in this chat. We'd really appreciate it if you could take a few minutes.",image,img_014,0,"hi, you may have interacted with this program through one of our events, hiring conversations, partnerships, or other initiatives. we're conducting a short 3-minute survey or session update to better understand what today's tech industry expects. here's the link shared in this chat. we'd really appreciate it if you could take a few minutes.",1,0,120,0,0,0,digest,hi you may have interacted with this program through one of our events hiring conversations partnerships or other initiatives we re conducting a short <num> minute survey or session update to better understand what today s tech industry expects here s the link shared in this chat we d really appreciate it if you could take a few minutes,00:00-06:30,78,21,25,3,,,,,,,,,ISV Webinar Desk,Unknown,events,0,,shorturl.at,36,1773,26,11,tech_webinar_registration,2026-05-05 11:15,0,,9,2,1,1,2026-05-05 11:15,1,7.428571428571429,1.7857142857142858,leak-395ffd8e79595011
message_0127,u_015,business,,business_097,,2026-05-19 12:46,payout verification blocked. Upload PAN and bank OTP at razorpayx-payouts.com. This message claims to be from RazorpayX Global Desk.,,,0,payout verification blocked. upload pan and bank otp at razorpayx-payouts.com. this message claims to be from razorpayx global desk.,0,0,,1,1,1,mute,payout verification blocked upload pan and bank otp at razorpayx payouts com this message claims to be from razorpayx global desk,23:30-07:30,79,22,32,0,,,,,,,,,RazorpayX Global Desk,RazorpayX,payments,0,razorpayx.com,razorpayx-payouts.com,34,1739,20,9,,,,,,,,,,,10.714285714285714,2.2857142857142856,leak-33aac58f9a0f0d9e
message_0179,u_011,group,group_002,,u_043,2026-03-21 17:57,Tower B water pressure will be low from 5:30 to 7 PM because the plumber is changing the pump-room valve.,,,0,tower b water pressure will be low from 5:30 to 7 pm because the plumber is changing the pump-room valve.,1,1,2,0,0,0,notify,tower b water pressure will be low from <num> to <num> pm because the plumber is changing the pump room valve,21:30-06:30,92,28,18,1,society,admin,2023-01-05,15,15,7,2,0,,,,,,,,,,,,,,,,,,,,,8.5,1.2857142857142858,leak-dc36d233cf3405e9
message_0367,u_007,personal,,,u_041,2026-06-06 12:46,Call me now. I am outside the hospital gate and need to decide whether to wait or come back.,,,0,call me now. i am outside the hospital gate and need to decide whether to wait or come back.,1,1,2,0,0,0,notify,call me now i am outside the hospital gate and need to decide whether to wait or come back,22:00-07:00,44,6,68,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,3.642857142857143,leak-036a13c74e74e4dc
message_0268,u_010,personal,,,u_054,2026-06-03 12:52,Did you eat dinner? I left some dal in the fridge if you come late.,,,0,did you eat dinner? i left some dal in the fridge if you come late.,1,0,120,0,0,0,digest,did you eat dinner i left some dal in the fridge if you come late,22:30-07:30,44,7,59,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.785714285714286,2.7857142857142856,leak-bf614f681d65ddcb
message_0177,u_003,group,group_001,,u_051,2026-03-01 07:46,Good morning all. May today bring success and peace. Share positivity with friends.,,,0,good morning all. may today bring success and peace. share positivity with friends.,0,0,,1,1,0,mute,good morning all may today bring success and peace share positivity with friends,21:30-07:30,59,14,24,1,family,member,2023-12-27,2,3,1,6,1,,,,,,,,,,,,,,,,,,,,,5.642857142857143,1.7142857142857142,leak-b87e622c7e4acf84
message_0021,u_012,business,,business_098,,2026-04-09 07:08,"Review in Progress

Dear User,

Your approved application of INR 200000 has moved into the final stage.

Tap below for current status.

Ref ID-532311946

Reply STOP to unsubscribe",,,0,"review in progress dear user, your approved application of inr 200000 has moved into the final stage. tap below for current status. ref id-532311946 reply stop to unsubscribe",0,0,,1,1,0,mute,review in progress dear user your approved application of inr <num> has moved into the final stage tap below for current status ref id <num> reply stop to unsubscribe,23:00-07:00,58,13,17,4,,,,,,,,,Loan Verification Desk,Unknown,finance,0,,vl.gl,35,1756,23,10,,,,,,,,,,,7.5,1.2142857142857142,leak-0723c15fcf19b18b
message_0400,u_010,business,,business_001,,2026-04-22 12:03,"Hi Customer,

Your order ending 4821 has been packed and is expected to reach the local hub today.

You can check delivery details and delivery-code instructions in your Amazon app.

Team Amazon",image,img_007,0,"hi customer, your order ending 4821 has been packed and is expected to reach the local hub today. you can check delivery details and delivery-code instructions in your amazon app. team amazon",1,1,2,0,0,0,notify,hi customer your order ending <num> has been packed and is expected to reach the local hub today you can check delivery details and delivery code instructions in your amazon app team amazon,22:30-07:30,44,7,59,0,,,,,,,,,Amazon India,Amazon India,ecommerce_delivery,1,amazon.in,amazon.in,937,1243,3,729,delivery_expected_today,2026-07-17 23:55,0,,4,5,0,0,,1,7.785714285714286,2.7857142857142856,leak-779a066bd0ad992b
message_0325,u_029,group,group_023,,u_054,2026-05-25 12:31,Sharing the alumni meetup poster here. Register only if you are in town.,,,2,sharing the alumni meetup poster here. register only if you are in town.,1,0,120,0,0,0,digest,sharing the alumni meetup poster here register only if you are in town,22:00-08:30,83,22,59,1,college_students,member,2025-02-17,12,18,2,4,0,,,,,,,,,,,,,,,,,,,,,11.0,4.214285714285714,leak-30cd93afe820130f
message_0386,u_037,personal,,,u_054,2026-05-23 17:39,Restaurant changed our booking to 8:30. Still okay for you? Reply when free.,,,0,restaurant changed our booking to 8:30. still okay for you? reply when free.,1,0,120,0,0,0,digest,restaurant changed our booking to <num> still okay for you reply when free,21:00-06:30,41,32,38,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.642857142857143,2.642857142857143,leak-52b9e120c1312983
message_0380,u_028,personal,,,u_046,2026-04-26 17:03,Please check the AWS finding now. The IAM role touched production billing export and the alert is marked high.,,,0,please check the aws finding now. the iam role touched production billing export and the alert is marked high.,1,1,2,0,0,0,notify,please check the aws finding now the iam role touched production billing export and the alert is marked high,23:30-07:30,42,5,45,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,2.5,leak-06448700fdd0f9fa
message_0194,u_003,group,group_001,,u_051,2026-07-16 17:24,drink warm water every hour and send this to all family groups.,,,12,drink warm water every hour and send this to all family groups.,0,0,,1,1,0,mute,drink warm water every hour and send this to all family groups,21:30-07:30,59,14,24,1,family,member,2023-12-27,2,3,1,6,1,,,,,,,,,,,,,,,,,,,,,5.642857142857143,1.7142857142857142,leak-cf1b860b6ac36944
message_0187,u_007,business,,business_067,,2026-05-07 12:46,One-day online sale on home storage and decor. This update is from Target Circle.,,,0,one-day online sale on home storage and decor. this update is from target circle.,0,0,,1,1,0,mute,one day online sale on home storage and decor this update is from target circle,22:00-07:00,44,6,68,2,,,,,,,,,Target,Target,retail,1,target.com,target.com,3379,4081,6,2643,old_retail_coupon_list,2026-07-17 23:55,0,2026-07-17 23:55,5,1,8,0,,1,8.0,3.642857142857143,leak-fa3a26ae90a201b4
message_0315,u_026,business,,business_005,,2026-03-19 07:31,"The mountains are calling again.

A saved travel deal is available for a limited time.

Check current fares, stays, and package details in the app.

Reply STOP to unsubscribe from marketing messages.",,,0,"the mountains are calling again. a saved travel deal is available for a limited time. check current fares, stays, and package details in the app. reply stop to unsubscribe from marketing messages.",0,0,,1,1,0,mute,the mountains are calling again a saved travel deal is available for a limited time check current fares stays and package details in the app reply stop to unsubscribe from marketing messages,21:00-06:00,92,27,35,2,,,,,,,,,MakeMyTrip,MakeMyTrip,travel,1,makemytrip.com,makemytrip.com,1085,1415,7,845,old_travel_search,2026-05-31 13:35,0,2026-07-17 23:55,2,0,7,0,,1,5.0,2.5,leak-ea525b05d7801921
message_0099,u_011,group,group_011,,u_044,2026-03-04 07:57,New member posted a separate maintenance payment link and said it updates faster than the society app.,,,0,new member posted a separate maintenance payment link and said it updates faster than the society app.,0,0,,1,1,0,mute,new member posted a separate maintenance payment link and said it updates faster than the society app,21:30-06:30,92,28,18,1,society,member,2024-08-23,12,15,7,0,0,,,,,,,,,,,,,,,,,,,,,8.5,1.2857142857142858,leak-730ab42760309276
message_0155,u_014,business,,business_032,,2026-07-01 17:31,Your prescription refill is ready. We will hold it till 8 PM. This update is from Green Cross Pharmacy.,,,0,your prescription refill is ready. we will hold it till 8 pm. this update is from green cross pharmacy.,1,1,2,0,0,0,notify,your prescription refill is ready we will hold it till <num> pm this update is from green cross pharmacy,21:30-06:30,72,19,27,3,,,,,,,,,Green Cross Pharmacy,Green Cross Pharmacy,healthcare,0,,greencrosspharmacy.in,420,74,0,390,prescription_refill,2026-07-17 23:55,0,,5,6,1,2,2026-07-17 23:55,1,4.571428571428571,1.9285714285714286,leak-c7781880700e3b2d
message_0042,u_003,group,group_001,,u_051,2026-04-15 07:12,Good morning. Have a blessed day.,,,0,good morning. have a blessed day.,0,0,,1,1,0,mute,good morning have a blessed day,21:30-07:30,59,14,24,1,family,member,2023-12-27,2,3,1,6,1,,,,,,,,,,,,,,,,,,,,,5.642857142857143,1.7142857142857142,leak-087183edb73fb5c1
message_0168,u_001,group,group_001,,u_041,2026-05-21 07:52,Clinic timing may change. Keep your phone nearby in case I need to decide quickly.,,,0,clinic timing may change. keep your phone nearby in case i need to decide quickly.,1,1,2,0,0,0,notify,clinic timing may change keep your phone nearby in case i need to decide quickly,22:00-07:00,45,8,14,2,family,admin,2023-06-13,2,2,0,4,1,,,,,,,,,,,,,,,,,,,,,4.357142857142857,1.0,leak-09ba05741ae4eada
message_0387,u_037,personal,,,u_041,2026-06-02 07:46,Hotel reception called. They need your ID before 6 PM or the room preference will be released.,,,0,hotel reception called. they need your id before 6 pm or the room preference will be released.,1,1,2,0,0,0,notify,hotel reception called they need your id before <num> pm or the room preference will be released,21:00-06:30,41,32,38,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.642857142857143,2.642857142857143,leak-44e53e56fbf4b0e1
message_0378,u_023,personal,,,u_047,2026-04-06 07:52,I am downstairs with your food order. Security is asking for flat confirmation before letting me in.,,,0,i am downstairs with your food order. security is asking for flat confirmation before letting me in.,1,1,2,0,0,0,notify,i am downstairs with your food order security is asking for flat confirmation before letting me in,21:30-07:30,74,18,31,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,2.2142857142857144,leak-bc6ea8f0bb3acaaa
